item set size (N),co-occurrence frequency,item 1 id,item 2 id,item 3 id
3,4,39,352,4064
3,4,39,1859,3642
3,4,23,39,1859
3,4,32,2749,4011
3,4,39,348,396
3,4,352,1859,3642
3,4,32,39,3930
3,4,39,60,1126
3,4,48,1073,4207
3,4,39,101,4207
3,4,9,41,1073
3,4,32,39,4920
3,4,32,41,2127
3,4,9,48,1073
3,4,32,48,2813
3,4,9,48,246
3,4,32,39,2245
3,4,32,48,1877
3,4,41,48,4920
3,4,32,41,2813
3,4,32,41,1320
3,4,32,39,1877
3,4,32,48,4920
3,4,32,48,2127
3,4,39,536,956
3,4,48,956,4326
3,4,39,48,4923
3,4,38,48,2208
3,4,38,51,475
3,4,48,2233,4326
3,4,39,623,1595
3,4,38,536,956
3,4,48,623,956
3,4,48,475,2673
3,4,39,475,3642
3,4,39,53,956
3,4,48,1234,4925
3,4,39,41,3505
3,4,41,1234,4925
3,4,39,261,1144
3,4,48,4924,4925
3,4,41,4924,4925
3,4,41,49,1144
3,4,48,261,1144
3,4,41,261,1144
3,4,39,237,2343
3,4,41,384,2343
3,4,41,237,398
3,4,39,398,2493
3,4,39,384,2343
3,4,32,48,4193
3,4,32,48,4927
3,4,48,622,1619
3,4,38,48,4193
3,4,48,170,837
3,4,32,38,837
3,4,32,38,420
3,4,38,170,1821
3,4,32,48,2555
3,4,48,548,1853
3,4,48,643,2935
3,4,48,643,1853
3,4,48,1853,2030
3,4,48,1853,2935
3,4,548,2030,2935
3,4,643,1853,2395
3,4,48,548,2030
3,4,48,903,966
3,4,48,2030,2935
3,4,643,2395,2935
3,4,48,77,2118
3,4,548,1853,2935
3,4,48,1853,2395
3,4,48,2395,2935
3,4,48,548,643
3,4,39,310,1616
3,4,39,41,1438
3,4,39,41,2272
3,4,39,41,4169
3,4,275,591,1327
3,4,32,623,1327
3,4,39,48,4943
3,4,39,41,4943
3,4,48,189,591
3,4,189,275,1327
3,4,41,275,1327
3,4,41,1327,4942
3,4,48,288,1327
3,4,39,189,591
3,4,39,189,623
3,4,48,1327,4942
3,4,39,1327,4942
3,4,488,1578,4945
3,4,2975,4945,4947
3,4,824,1578,4945
3,4,1578,2975,4947
3,4,1578,4271,4947
3,4,824,2975,4945
3,4,4271,4945,4947
3,4,1578,4271,4945
3,4,48,345,612
3,4,48,992,1004
3,4,48,2015,4685
3,4,345,425,1004
3,4,32,345,425
3,4,48,345,4744
3,4,48,105,2015
3,4,48,1013,4685
3,4,32,612,1004
3,4,48,425,612
3,4,48,424,1004
3,4,48,1004,1013
3,4,1004,1013,2015
3,4,48,424,4685
3,4,345,612,1004
3,4,48,1013,2015
3,4,41,60,598
3,4,48,60,598
3,4,41,60,1369
3,4,9,39,1291
3,4,9,38,338
3,4,9,185,338
3,4,32,39,3465
3,4,9,32,185
3,4,32,956,1291
3,4,32,338,536
3,4,175,338,842
3,4,39,338,536
3,4,39,175,338
3,4,39,175,185
3,4,32,536,4719
3,4,48,524,1055
3,4,41,48,524
3,4,48,249,1055
3,4,48,249,433
3,4,38,48,4701
3,4,38,39,4701
3,4,39,591,846
3,4,39,591,824
3,4,39,812,824
3,4,39,812,846
3,4,39,837,846
3,4,39,260,846
3,4,39,2329,3174
3,4,246,1600,4682
3,4,966,3756,4682
3,4,966,3756,4911
3,4,246,4682,4911
3,4,3806,4900,4911
3,4,98,535,1600
3,4,246,1600,3756
3,4,535,3756,4900
3,4,246,966,4218
3,4,1082,4682,4911
3,4,246,259,966
3,4,966,1600,4218
3,4,246,3756,3806
3,4,259,3806,4218
3,4,246,535,4218
3,4,535,1082,4682
3,4,246,3806,4682
3,4,1082,3756,4911
3,4,1082,3756,4682
3,4,966,3806,4218
3,4,246,966,4682
3,4,1082,3806,4911
3,4,246,1600,4218
3,4,3806,4682,4911
3,4,246,4218,4911
3,4,966,4682,4911
3,4,1082,1600,4682
3,4,259,1600,3806
3,4,535,3806,4682
3,4,246,259,3756
3,4,246,259,3806
3,4,966,4218,4900
3,4,4682,4900,4911
3,4,535,3806,4218
3,4,246,259,535
3,4,1600,3756,3806
3,4,3756,4682,4900
3,4,966,1600,3756
3,4,966,1600,4900
3,4,246,4900,4911
3,4,966,3756,3806
3,4,966,4900,4911
3,4,535,966,4682
3,4,259,535,4911
3,4,535,3756,3806
3,4,1082,1600,3756
3,4,966,3806,4900
3,4,535,3806,4900
3,4,246,259,4218
3,4,535,966,3756
3,4,4218,4900,4911
3,4,535,1082,3756
3,4,259,1600,4218
3,4,1082,4900,4911
3,4,246,259,1600
3,4,259,1600,4900
3,4,246,1082,4900
3,4,535,1600,4218
3,4,259,535,966
3,4,966,4218,4911
3,4,246,259,4900
3,4,966,1082,1600
3,4,259,966,3806
3,4,246,3806,4900
3,4,246,3806,4218
3,4,259,535,3806
3,4,535,4218,4900
3,4,246,966,3756
3,4,535,966,4218
3,4,259,3806,4911
3,4,535,4218,4911
3,4,535,4682,4900
3,4,246,3756,4682
3,4,3806,4218,4911
3,4,3806,4218,4900
3,4,1082,1600,3806
3,4,966,3806,4682
3,4,1600,3806,4900
3,4,1600,3756,4900
3,4,259,3806,4900
3,4,1600,4218,4911
3,4,259,966,4911
3,4,3756,4900,4911
3,4,1600,4682,4900
3,4,259,966,4900
3,4,966,1082,3806
3,4,246,3756,4911
3,4,966,1600,4682
3,4,246,1600,4900
3,4,246,1082,4911
3,4,3756,3806,4682
3,4,3756,3806,4911
3,4,246,1082,1600
3,4,966,1082,4900
3,4,259,966,4218
3,4,259,1600,4911
3,4,1082,1600,4900
3,4,259,4900,4911
3,4,246,535,3756
3,4,246,259,4911
3,4,246,4218,4900
3,4,1600,3806,4218
3,4,259,966,1600
3,4,259,535,4218
3,4,1600,4218,4900
3,4,259,4218,4911
3,4,966,1082,4911
3,4,246,535,4682
3,4,1600,3806,4682
3,4,246,1082,3806
3,4,535,1082,3806
3,4,259,535,4900
3,4,259,4218,4900
3,4,38,110,1744
3,4,38,4457,4969
3,4,39,110,4008
3,4,41,947,3735
3,4,38,4429,4457
3,4,41,175,947
3,4,41,60,2847
3,4,479,1004,1043
3,4,39,60,2701
3,4,38,39,2847
3,4,41,110,1744
3,4,175,1004,1043
3,4,38,1043,4008
3,4,32,38,2515
3,4,38,175,947
3,4,690,2990,3735
3,4,38,2990,3977
3,4,39,110,1744
3,4,39,690,2990
3,4,39,110,4457
3,4,175,479,1004
3,4,39,1043,4457
3,4,41,947,1043
3,4,38,110,947
3,4,41,175,1043
3,4,32,479,4008
3,4,32,39,4968
3,4,41,110,947
3,4,39,41,4968
3,4,38,1004,1043
3,4,32,38,4969
3,4,41,60,1004
3,4,41,691,3735
3,4,110,1004,1043
3,4,32,1004,1043
3,4,39,60,175
3,4,32,60,110
3,4,32,60,2515
3,4,32,38,3977
3,4,39,110,479
3,4,39,110,1043
3,4,38,110,4969
3,4,39,41,1400
3,4,32,1004,2515
3,4,32,38,3735
3,4,38,4429,4969
3,4,32,38,690
3,4,32,479,1004
3,4,32,4429,4969
3,4,39,60,690
3,4,110,479,1004
3,4,32,38,2701
3,4,38,41,691
3,4,110,1043,4008
3,4,41,947,1004
3,4,38,39,4363
3,4,39,110,1035
3,4,38,39,468
3,4,32,38,1035
3,4,32,199,4973
3,4,32,65,3411
3,4,48,199,783
3,4,338,842,1354
3,4,48,842,2476
3,4,39,83,3075
3,4,32,175,1354
3,4,41,464,2212
3,4,65,598,2476
3,4,39,271,598
3,4,48,83,271
3,4,48,199,271
3,4,48,199,842
3,4,41,271,3075
3,4,39,2476,3075
3,4,39,338,4973
3,4,41,83,598
3,4,271,338,842
3,4,48,2476,3075
3,4,48,338,842
3,4,39,65,791
3,4,41,83,175
3,4,41,65,3075
3,4,32,41,1846
3,4,175,271,842
3,4,39,783,4156
3,4,41,65,4973
3,4,41,842,3075
3,4,271,842,2476
3,4,83,2476,3075
3,4,48,338,1354
3,4,199,4973,4974
3,4,41,199,271
3,4,83,271,338
3,4,41,271,464
3,4,32,338,4975
3,4,83,271,2476
3,4,32,271,3075
3,4,842,2476,3075
3,4,41,65,842
3,4,83,842,3075
3,4,41,65,2212
3,4,338,842,2476
3,4,39,842,3075
3,4,32,842,2476
3,4,83,271,842
3,4,32,2476,3075
3,4,39,271,4975
3,4,83,598,2476
3,4,32,83,842
3,4,41,338,4973
3,4,48,65,3228
3,4,271,4973,4974
3,4,48,65,83
3,4,39,199,842
3,4,39,83,175
3,4,39,65,83
3,4,41,199,4974
3,4,83,338,842
3,4,39,271,464
3,4,39,83,598
3,4,39,338,4975
3,4,32,83,3075
3,4,48,598,842
3,4,32,842,3075
3,4,41,83,3075
3,4,41,271,4975
3,4,41,199,783
3,4,32,83,271
3,4,41,65,4975
3,4,48,83,842
3,4,32,271,338
3,4,41,271,2476
3,4,48,271,842
3,4,48,3411,4156
3,4,39,338,3411
3,4,271,338,2476
3,4,48,175,1354
3,4,32,199,4974
3,4,39,271,2476
3,4,32,3411,4156
3,4,39,65,4973
3,4,41,156,2523
3,4,38,156,2523
3,4,38,156,260
3,4,39,41,4977
3,4,39,156,2523
3,4,48,156,260
3,4,38,39,2631
3,4,39,3179,3402
3,4,38,39,4977
3,4,39,170,340
3,4,48,170,340
3,4,48,170,749
3,4,39,4981,4982
3,4,39,170,749
3,4,39,170,1656
3,4,48,352,1425
3,4,39,2938,4981
3,4,48,749,4336
3,4,48,479,1425
3,4,48,255,340
3,4,48,4981,4982
3,4,38,251,286
3,4,48,89,2053
3,4,89,544,4207
3,4,48,544,4468
3,4,544,596,4207
3,4,48,544,596
3,4,32,39,2912
3,4,39,179,2062
3,4,32,41,1002
3,4,32,41,1999
3,4,32,41,2157
3,4,32,41,4985
3,4,32,39,3482
3,4,39,604,2281
3,4,225,604,2238
3,4,39,60,2671
3,4,9,39,2184
3,4,39,60,4989
3,4,39,60,1422
3,4,39,539,604
3,4,39,536,3735
3,4,39,536,4430
3,4,38,203,956
3,4,38,690,2413
3,4,48,203,956
3,4,48,89,4512
3,4,38,89,440
3,4,41,89,2915
3,4,39,203,2915
3,4,41,89,440
3,4,39,338,1815
3,4,89,170,201
3,4,41,338,3841
3,4,39,338,3841
3,4,39,89,3841
3,4,338,956,2915
3,4,89,338,956
3,4,48,690,956
3,4,48,3966,4111
3,4,38,170,3279
3,4,170,203,338
3,4,41,201,229
3,4,38,89,3735
3,4,38,956,2915
3,4,41,89,2212
3,4,38,48,1815
3,4,203,338,956
3,4,41,956,2915
3,4,38,201,269
3,4,39,690,4326
3,4,39,170,440
3,4,48,201,4512
3,4,39,89,3279
3,4,48,956,2915
3,4,170,269,956
3,4,41,89,653
3,4,41,201,1815
3,4,38,89,2915
3,4,39,203,338
3,4,89,269,956
3,4,48,89,3841
3,4,41,201,2915
3,4,38,48,4162
3,4,38,203,338
3,4,38,170,4326
3,4,38,41,3625
3,4,48,338,653
3,4,48,338,690
3,4,38,41,4326
3,4,39,2990,4111
3,4,39,170,4111
3,4,41,338,1815
3,4,38,229,269
3,4,89,170,956
3,4,39,3735,4111
3,4,41,203,338
3,4,39,338,2990
3,4,170,229,338
3,4,89,201,338
3,4,38,41,4512
3,4,39,89,440
3,4,41,3966,4111
3,4,38,41,4464
3,4,48,89,690
3,4,48,170,3735
3,4,48,338,3841
3,4,39,3966,4111
3,4,170,203,956
3,4,39,201,1815
3,4,38,338,3735
3,4,41,170,2212
3,4,39,2413,4326
3,4,38,229,338
3,4,229,269,338
3,4,48,690,3735
3,4,41,203,956
3,4,89,170,203
3,4,41,440,956
3,4,38,440,956
3,4,201,229,269
3,4,41,338,690
3,4,41,201,440
3,4,41,201,4111
3,4,39,89,4464
3,4,39,440,956
3,4,39,4162,4581
3,4,89,201,956
3,4,41,48,4624
3,4,170,956,2915
3,4,39,41,4624
3,4,41,170,3735
3,4,48,3102,3774
3,4,39,3102,3774
3,4,48,910,2201
3,4,41,310,910
3,4,39,910,2201
3,4,48,310,910
3,4,41,123,352
3,4,41,352,1872
3,4,41,123,1859
3,4,41,374,751
3,4,41,123,3357
3,4,39,979,2573
3,4,39,979,3502
3,4,41,979,2573
3,4,32,352,677
3,4,39,41,3989
3,4,32,41,3989
3,4,39,352,2573
3,4,39,53,352
3,4,41,53,979
3,4,32,38,4522
3,4,41,110,604
3,4,48,110,2437
3,4,41,107,2437
3,4,38,48,3857
3,4,32,41,4522
3,4,32,107,2437
3,4,41,110,2437
3,4,48,110,604
3,4,39,301,432
3,4,48,147,1908
3,4,48,621,2206
3,4,32,536,1010
3,4,39,48,5009
3,4,39,41,1703
3,4,39,41,3802
3,4,41,4013,4156
3,4,32,48,3802
3,4,38,41,4156
3,4,39,751,1121
3,4,39,111,3638
3,4,39,1121,2212
3,4,39,1121,2815
3,4,39,1578,5020
3,4,31,32,1741
3,4,39,40,1578
3,4,38,237,1741
3,4,38,40,237
3,4,32,237,1578
3,4,32,38,236
3,4,32,38,3400
3,4,31,38,236
3,4,32,236,237
3,4,39,236,1578
3,4,32,40,237
3,4,32,38,1741
3,4,31,236,237
3,4,32,189,237
3,4,38,237,1578
3,4,38,189,237
3,4,38,40,1578
3,4,31,39,5020
3,4,38,281,2238
3,4,39,281,2238
3,4,39,464,1811
3,4,41,48,2811
3,4,32,48,4571
3,4,39,464,798
3,4,32,147,2822
3,4,48,464,1811
3,4,32,41,2811
3,4,32,48,2811
3,4,41,147,2822
3,4,32,41,2286
3,4,32,147,464
3,4,48,147,1277
3,4,32,39,4571
3,4,48,147,2822
3,4,41,198,1768
3,4,41,1543,5023
3,4,41,225,3462
3,4,48,1543,3462
3,4,32,48,493
3,4,39,198,2486
3,4,32,48,5024
3,4,39,198,1543
3,4,41,198,1543
3,4,41,48,5023
3,4,32,41,4433
3,4,41,1543,4969
3,4,41,48,318
3,4,39,1543,4969
3,4,41,1543,1600
3,4,32,39,493
3,4,39,1543,5023
3,4,32,39,3221
3,4,38,39,4339
3,4,32,41,3988
3,4,38,170,3221
3,4,32,39,3884
3,4,41,438,3884
3,4,39,48,4515
3,4,39,170,3884
3,4,32,38,2126
3,4,38,41,4345
3,4,38,170,1291
3,4,48,267,438
3,4,39,48,4345
3,4,41,48,5027
3,4,32,170,267
3,4,39,438,3884
3,4,48,438,3884
3,4,48,2749,4011
3,4,38,41,4339
3,4,38,170,3884
3,4,41,438,1282
3,4,32,38,3884
3,4,39,267,438
3,4,39,41,5027
3,4,38,48,4345
3,4,32,48,4515
3,4,39,438,1282
3,4,41,170,1291
3,4,32,48,877
3,4,39,2126,4339
3,4,48,89,2544
3,4,39,237,4131
3,4,39,89,3724
3,4,48,89,222
3,4,39,340,1557
3,4,48,79,1557
3,4,48,89,1360
3,4,48,89,3724
3,4,48,89,4131
3,4,48,237,622
3,4,48,237,4272
3,4,48,237,340
3,4,39,79,1360
3,4,48,79,1619
3,4,39,340,622
3,4,39,1557,4111
3,4,48,79,222
3,4,39,89,1394
3,4,39,89,1360
3,4,48,89,2763
3,4,48,89,1394
3,4,48,79,1360
3,4,48,2561,3735
3,4,39,79,222
3,4,48,1557,4111
3,4,39,79,1394
3,4,48,691,3735
3,4,41,79,276
3,4,41,79,110
3,4,38,110,276
3,4,41,110,276
3,4,38,39,3644
3,4,39,297,911
3,4,48,855,3315
3,4,48,297,4657
3,4,41,310,612
3,4,39,297,535
3,4,310,855,3315
3,4,310,1060,3315
3,4,39,855,3315
3,4,41,3171,3315
3,4,41,855,1060
3,4,39,855,3171
3,4,310,522,3315
3,4,48,1060,3171
3,4,48,1060,3315
3,4,39,336,911
3,4,48,297,535
3,4,41,522,3315
3,4,48,310,911
3,4,48,855,1060
3,4,41,855,3171
3,4,48,336,911
3,4,39,310,612
3,4,41,855,3315
3,4,39,855,1060
3,4,310,3171,3315
3,4,39,1060,3171
3,4,39,3171,3315
3,4,41,1060,3315
3,4,48,3171,3315
3,4,41,1060,3171
3,4,39,1060,3315
3,4,41,336,911
3,4,39,522,3315
3,4,48,297,1911
3,4,48,855,3171
3,4,48,522,3315
3,4,41,310,1911
3,4,48,297,911
3,4,39,52,4636
3,4,38,41,4913
3,4,39,1082,5037
3,4,39,533,2631
3,4,32,41,2795
3,4,32,101,1715
3,4,39,101,161
3,4,32,79,101
3,4,48,79,161
3,4,32,41,596
3,4,32,533,1715
3,4,32,79,1715
3,4,39,41,5040
3,4,38,783,1859
3,4,65,301,604
3,4,38,352,783
3,4,41,301,352
3,4,38,604,4430
3,4,41,604,4430
3,4,301,352,1859
3,4,41,352,2250
3,4,38,604,783
3,4,352,604,749
3,4,604,749,1859
3,4,65,604,1859
3,4,41,65,749
3,4,38,301,604
3,4,41,749,783
3,4,65,352,604
3,4,301,604,783
3,4,48,65,749
3,4,39,65,4069
3,4,48,65,4069
3,4,32,39,74
3,4,32,39,4270
3,4,32,48,5042
3,4,32,39,5042
3,4,48,264,1355
3,4,41,438,1789
3,4,39,264,749
3,4,48,264,749
3,4,41,264,749
3,4,41,264,1355
3,4,39,264,1355
3,4,264,438,1355
3,4,258,961,1619
3,4,258,413,1619
3,4,41,458,798
3,4,39,48,5054
3,4,41,48,5052
3,4,41,458,592
3,4,41,464,2775
3,4,41,1172,2775
3,4,48,592,5051
3,4,48,464,5051
3,4,39,533,2537
3,4,48,798,2151
3,4,798,1172,2775
3,4,48,464,2151
3,4,41,458,1172
3,4,458,464,2775
3,4,39,267,1172
3,4,41,464,2915
3,4,458,464,1172
3,4,41,94,2537
3,4,48,94,2775
3,4,39,41,100
3,4,48,464,1315
3,4,39,533,1172
3,4,48,94,592
3,4,48,798,1172
3,4,464,1172,2775
3,4,41,94,798
3,4,48,267,2775
3,4,39,592,5051
3,4,94,352,2537
3,4,48,458,2151
3,4,48,267,533
3,4,41,48,100
3,4,48,533,2537
3,4,39,458,592
3,4,39,798,2775
3,4,48,352,5051
3,4,48,533,798
3,4,39,41,2144
3,4,458,798,1172
3,4,39,533,798
3,4,48,592,798
3,4,458,464,592
3,4,41,458,2775
3,4,39,533,2049
3,4,41,798,2775
3,4,48,533,1172
3,4,458,798,2775
3,4,41,533,798
3,4,48,533,1228
3,4,48,592,3265
3,4,48,464,2775
3,4,32,41,676
3,4,32,41,1971
3,4,32,41,5062
3,4,32,39,2328
3,4,38,41,2891
3,4,32,48,5060
3,4,48,544,3323
3,4,36,39,2394
3,4,32,38,1896
3,4,48,544,2394
3,4,32,41,2328
3,4,48,286,3270
3,4,36,41,749
3,4,32,39,2555
3,4,36,48,749
3,4,38,301,3270
3,4,38,286,3270
3,4,32,41,1265
3,4,38,39,2891
3,4,48,2998,3270
3,4,32,39,1265
3,4,38,286,544
3,4,41,204,301
3,4,32,36,286
3,4,38,39,2141
3,4,41,544,2891
3,4,32,36,3270
3,4,39,204,301
3,4,32,39,5058
3,4,38,204,544
3,4,36,38,2394
3,4,41,301,3270
3,4,32,38,1239
3,4,36,48,2394
3,4,41,48,1550
3,4,32,41,1112
3,4,32,41,2919
3,4,39,544,3323
3,4,36,38,2891
3,4,41,286,544
3,4,39,286,3270
3,4,38,39,4056
3,4,38,39,4258
3,4,39,48,5079
3,4,48,310,5082
3,4,48,279,766
3,4,39,310,5082
3,4,39,60,124
3,4,48,60,124
3,4,39,48,5090
3,4,39,573,5091
3,4,48,147,573
3,4,39,147,573
3,4,147,573,5091
3,4,175,389,806
3,4,48,89,3317
3,4,39,310,4269
3,4,48,310,4269
3,4,48,60,2425
3,4,48,352,1872
3,4,976,1765,2425
3,4,48,297,352
3,4,39,976,3412
3,4,39,60,4214
3,4,48,352,2130
3,4,39,976,3358
3,4,48,1393,2425
3,4,48,352,3678
3,4,48,1393,1872
3,4,39,352,3678
3,4,39,60,1872
3,4,48,1765,3411
3,4,39,2425,3411
3,4,279,1930,4967
3,4,39,1930,4967
3,4,39,41,3368
3,4,48,2130,4111
3,4,39,2130,4111
3,4,32,48,5103
3,4,32,48,2019
3,4,237,251,677
3,4,39,271,2506
3,4,48,475,2847
3,4,32,1715,3186
3,4,39,352,3186
3,4,32,48,2656
3,4,48,352,4096
3,4,32,3186,3840
3,4,32,352,2325
3,4,32,271,3186
3,4,39,475,3186
3,4,32,352,2958
3,4,352,475,2325
3,4,48,2325,3186
3,4,251,956,2771
3,4,48,169,956
3,4,32,251,2329
3,4,39,2329,2771
3,4,32,2329,2771
3,4,39,956,2771
3,4,39,251,956
3,4,251,956,2329
3,4,251,2329,2771
3,4,39,48,5106
3,4,48,115,956
3,4,39,956,2329
3,4,32,956,2771
3,4,39,115,956
3,4,48,101,1183
3,4,48,2966,5112
3,4,48,79,548
3,4,48,101,2983
3,4,48,79,549
3,4,32,208,824
3,4,208,824,2115
3,4,32,824,1246
3,4,32,533,824
3,4,65,156,772
3,4,65,184,772
3,4,48,3641,3735
3,4,38,39,5124
3,4,39,41,5126
3,4,38,41,5124
3,4,38,39,5125
3,4,38,39,1629
3,4,39,76,184
3,4,38,39,2865
3,4,38,48,2865
3,4,38,41,5125
3,4,39,76,1090
3,4,38,39,3678
3,4,38,39,2417
3,4,41,48,5126
3,4,38,39,3912
3,4,48,76,184
3,4,48,208,1848
3,4,38,39,3609
3,4,39,76,2694
3,4,39,48,5126
3,4,48,592,715
3,4,48,426,1459
3,4,39,426,592
3,4,48,426,5127
3,4,37,48,5128
3,4,38,48,5128
3,4,37,38,5128
3,4,38,39,697
3,4,38,41,697
3,4,39,170,947
3,4,38,41,2048
3,4,38,41,3106
3,4,38,41,460
3,4,41,348,1013
3,4,39,1393,2060
3,4,39,348,4198
3,4,39,348,1013
3,4,38,39,2048
3,4,41,170,1013
3,4,39,1013,1393
3,4,38,39,460
3,4,31,39,847
3,4,41,475,1089
3,4,41,475,975
3,4,41,79,975
3,4,39,41,2594
3,4,31,79,475
3,4,79,847,1543
3,4,39,847,1543
3,4,79,475,1543
3,4,79,475,4661
3,4,39,79,2201
3,4,39,475,1089
3,4,31,39,1543
3,4,475,1543,4661
3,4,39,79,847
3,4,41,79,2201
3,4,31,39,2663
3,4,39,79,645
3,4,31,79,1543
3,4,39,272,2424
3,4,39,48,5141
3,4,39,249,3311
3,4,39,249,1819
3,4,39,249,348
3,4,32,39,2715
3,4,32,39,5147
3,4,39,1121,3858
3,4,32,41,1562
3,4,9,32,123
3,4,338,817,1562
3,4,9,41,817
3,4,48,817,1562
3,4,9,41,2118
3,4,338,817,4164
3,4,32,41,2278
3,4,817,1562,4164
3,4,48,817,4164
3,4,41,48,4325
3,4,9,338,2118
3,4,123,817,1562
3,4,41,338,2118
3,4,123,817,4164
3,4,32,41,5150
3,4,9,41,123
3,4,32,41,4325
3,4,39,475,989
3,4,48,475,989
3,4,48,533,886
3,4,32,41,1349
3,4,39,65,511
3,4,48,338,812
3,4,48,338,681
3,4,48,812,1159
3,4,48,338,1159
3,4,39,41,3120
3,4,2437,4843,5154
3,4,2011,4843,5155
3,4,48,2437,3245
3,4,2011,3245,4843
3,4,2437,3521,5155
3,4,514,2437,4843
3,4,777,2011,5156
3,4,39,4843,5154
3,4,310,514,3521
3,4,39,310,5155
3,4,39,1184,1393
3,4,48,1393,4843
3,4,39,426,3521
3,4,48,1184,5155
3,4,310,777,3521
3,4,310,1393,4843
3,4,41,310,4843
3,4,310,2011,3245
3,4,48,1184,2437
3,4,2437,3245,4843
3,4,514,2011,2437
3,4,1393,2011,4843
3,4,48,1393,3521
3,4,39,514,4843
3,4,41,48,5155
3,4,2011,2437,5155
3,4,39,2437,3245
3,4,39,1184,5155
3,4,310,777,5156
3,4,41,3521,4843
3,4,310,2011,5154
3,4,777,2011,2437
3,4,777,4843,5156
3,4,39,514,1393
3,4,310,1393,2011
3,4,310,4843,5155
3,4,48,2011,5154
3,4,310,3521,5155
3,4,777,3521,5156
3,4,310,4843,5154
3,4,310,1184,2011
3,4,1184,2011,4843
3,4,514,2011,4843
3,4,3521,4843,5155
3,4,41,310,1184
3,4,41,89,3521
3,4,48,1184,4843
3,4,310,514,4843
3,4,39,1184,2437
3,4,3245,3521,4843
3,4,310,3245,3521
3,4,41,89,1184
3,4,41,2011,3521
3,4,310,2437,5154
3,4,1184,2437,4843
3,4,41,3245,3521
3,4,39,514,2011
3,4,1393,2437,3521
3,4,514,3521,4843
3,4,39,1184,3521
3,4,39,2011,3245
3,4,48,777,5156
3,4,48,2437,5154
3,4,2437,3521,5154
3,4,48,514,4843
3,4,2011,2437,5154
3,4,2437,3245,3521
3,4,39,777,3521
3,4,41,2011,4843
3,4,39,777,5156
3,4,1184,3521,5155
3,4,48,310,3245
3,4,48,4843,5154
3,4,48,514,2011
3,4,310,2437,5155
3,4,2011,3521,5155
3,4,2011,2437,3245
3,4,48,514,1184
3,4,41,2011,2437
3,4,41,2437,4843
3,4,41,48,1756
3,4,310,1184,5155
3,4,39,514,1184
3,4,48,777,4843
3,4,39,777,2437
3,4,39,310,777
3,4,310,1393,3521
3,4,310,3245,4843
3,4,310,2011,5155
3,4,1184,2011,3521
3,4,310,514,2011
3,4,39,514,2437
3,4,48,3521,5154
3,4,48,777,2011
3,4,1184,2011,2437
3,4,39,2437,5154
3,4,777,2437,5156
3,4,39,1393,4843
3,4,41,48,5153
3,4,1393,2011,3521
3,4,310,1184,2437
3,4,48,3521,5155
3,4,39,3521,5154
3,4,48,2011,3245
3,4,1184,3521,4843
3,4,1393,3521,4843
3,4,777,3521,4843
3,4,777,2011,3521
3,4,39,2011,5155
3,4,48,777,2437
3,4,1393,2011,2437
3,4,310,514,2437
3,4,310,777,4843
3,4,2011,4843,5154
3,4,777,2437,3521
3,4,41,310,3521
3,4,39,777,2011
3,4,48,514,2437
3,4,310,1184,4843
3,4,777,2437,4843
3,4,48,310,5155
3,4,2011,3245,3521
3,4,1184,2011,5155
3,4,39,3521,5155
3,4,48,3245,4843
3,4,2437,4843,5155
3,4,39,2437,5155
3,4,48,2437,5155
3,4,39,4843,5155
3,4,41,514,1393
3,4,310,1184,3521
3,4,514,2011,3521
3,4,48,2011,5155
3,4,48,1184,3521
3,4,39,310,3245
3,4,1184,2437,5155
3,4,2011,3521,5154
3,4,310,3521,5154
3,4,48,777,3521
3,4,39,777,4843
3,4,39,3245,4843
3,4,310,777,2011
3,4,1393,2437,4843
3,4,48,514,1393
3,4,48,89,4843
3,4,39,2011,5154
3,4,514,2437,3521
3,4,41,89,4843
3,4,41,2437,3521
3,4,39,1184,4843
3,4,777,2011,4843
3,4,310,2437,3245
3,4,3521,4843,5154
3,4,310,777,2437
3,4,41,1184,2011
3,4,48,4843,5155
3,4,41,1393,4843
3,4,1184,4843,5155
3,4,1184,2437,3521
3,4,89,310,1393
3,4,65,101,1198
3,4,32,1198,2775
3,4,32,65,4389
3,4,48,1198,2775
3,4,48,101,1408
3,4,48,65,3086
3,4,23,32,1198
3,4,32,65,116
3,4,48,65,5158
3,4,32,2056,5158
3,4,32,101,2056
3,4,48,65,4389
3,4,23,48,2056
3,4,32,261,1393
3,4,48,1237,1872
3,4,48,1121,2103
3,4,48,60,2103
3,4,39,1114,1146
3,4,41,783,2103
3,4,48,1121,1146
3,4,48,1114,1146
3,4,5,32,535
3,4,147,179,2894
3,4,147,179,426
3,4,309,579,1269
3,4,309,579,1378
3,4,591,1080,1269
3,4,309,579,580
3,4,309,579,1379
3,4,591,1269,1378
3,4,309,591,1080
3,4,308,309,579
3,4,309,591,1378
3,4,579,1269,1378
3,4,48,591,824
3,4,308,579,1379
3,4,591,1080,1378
3,4,48,591,887
3,4,309,591,1269
3,4,41,271,1930
3,4,39,101,1930
3,4,9,338,475
3,4,544,653,1481
3,4,260,544,1481
3,4,260,544,653
3,4,32,338,878
3,4,338,653,1481
3,4,9,32,878
3,4,9,475,544
3,4,32,533,544
3,4,32,544,653
3,4,32,338,544
3,4,32,464,475
3,4,32,544,3676
3,4,9,32,533
3,4,260,338,1481
3,4,41,783,846
3,4,39,41,3706
3,4,48,783,846
3,4,38,48,4457
